Year,Female,Male,Total,Countries
1921,63.18,59.1,60.97,Australia
1922,65.11,60.88,62.83,Australia
1923,63.66,59.98,61.68,Australia
1924,64.51,60.77,62.48,Australia
1925,65.38,61.3,63.17,Australia
1926,65.07,60.99,62.88,Australia
1927,64.85,61.1,62.84,Australia
1928,64.72,61.33,62.91,Australia
1929,65.39,61.1,63.08,Australia
1930,66.9,63.15,64.9,Australia
1931,67.33,63.55,65.32,Australia
1932,67.6,63.83,65.6,Australia
1933,67.46,63.65,65.43,Australia
1934,66.69,63.09,64.79,Australia
1935,67.17,63.18,65.05,Australia
1936,67.2,63.38,65.19,Australia
1937,67.96,63.76,65.74,Australia
1938,67.93,63.8,65.76,Australia
1939,68.06,63.64,65.73,Australia
1940,68.64,63.93,66.16,Australia
1941,68.23,64.05,66.04,Australia
1942,67.89,63.89,65.79,Australia
1943,68.25,64.57,66.33,Australia
1944,69.79,66.25,67.96,Australia
1945,70.28,66.62,68.38,Australia
1946,70.15,65.87,67.92,Australia
1947,70.96,66.28,68.52,Australia
1948,71,66.14,68.47,Australia
1949,71.78,66.64,69.09,Australia
1950,71.72,66.51,69,Australia
1951,71.59,66.08,68.7,Australia
1952,72.04,66.45,69.11,Australia
1953,72.56,67.06,69.69,Australia
1954,72.79,67.18,69.86,Australia
1955,73.25,67.34,70.15,Australia
1956,73.05,67.29,70.04,Australia
1957,73.46,67.45,70.32,Australia
1958,74.02,67.96,70.86,Australia
1959,73.74,67.44,70.45,Australia
1960,74.05,67.95,70.87,Australia
1961,74.52,68.04,71.13,Australia
1962,74.29,67.82,70.91,Australia
1963,74.3,67.9,70.96,Australia
1964,73.97,67.48,70.57,Australia
1965,74.24,67.66,70.8,Australia
1966,74.07,67.57,70.68,Australia
1967,74.56,67.83,71.05,Australia
1968,74.23,67.46,70.68,Australia
1969,74.69,67.76,71.07,Australia
1970,74.18,67.43,70.65,Australia
1971,74.9,68.25,71.45,Australia
1972,75.31,68.48,71.77,Australia
1973,75.71,68.68,72.06,Australia
1974,75.5,68.47,71.85,Australia
1975,76.41,69.37,72.78,Australia
1976,76.41,69.4,72.79,Australia
1977,77.06,70.07,73.47,Australia
1978,77.33,70.33,73.74,Australia
1979,77.99,70.85,74.33,Australia
1980,78.22,71.09,74.57,Australia
1981,78.43,71.3,74.78,Australia
1982,78.29,71.31,74.72,Australia
1983,78.82,72.15,75.44,Australia
1984,78.84,72.27,75.51,Australia
1985,78.67,72.28,75.43,Australia
1986,79.31,72.9,76.07,Australia
1987,79.34,72.92,76.09,Australia
1988,79.6,73.18,76.35,Australia
1989,79.38,73.11,76.2,Australia
1990,80.15,73.98,77.04,Australia
1991,80.49,74.49,77.48,Australia
1992,80.48,74.5,77.47,Australia
1993,80.99,75.04,78.01,Australia
1994,80.82,74.92,77.86,Australia
1995,81.13,75.39,78.26,Australia
1996,81.25,75.45,78.35,Australia
1997,81.38,75.87,78.63,Australia
1998,81.86,76.18,79.03,Australia
1999,82.04,76.5,79.28,Australia
2000,82.27,76.95,79.62,Australia
2001,82.61,77.38,80.01,Australia
2002,82.53,77.54,80.06,Australia
2003,82.91,77.94,80.45,Australia
2004,83.17,78.27,80.74,Australia
2005,83.47,78.67,81.1,Australia
2006,83.58,78.91,81.27,Australia
2007,83.53,78.91,81.24,Australia
2008,83.7,79.14,81.43,Australia
2009,84,79.44,81.73,Australia
2010,84.2,79.81,82.02,Australia
2011,84.25,79.92,82.09,Australia
2012,84.3,80.27,82.3,Australia
2013,84.62,80.47,82.55,Australia
2014,84.5,80.53,82.52,Australia
2015,84.62,80.57,82.6,Australia
2016,84.85,80.75,82.81,Australia
2017,84.75,80.69,82.72,Australia
2018,85.3,81.22,83.26,Australia
2019,85.28,81.21,83.25,Australia
2020,85.69,81.63,83.67,Australia
1947,64.01,58.95,61.54,Austria
1948,65.77,60.53,63.21,Austria
1949,65.77,61.02,63.47,Austria
1950,67.28,62.18,64.81,Austria
1951,67.81,62.48,65.22,Austria
1952,69.23,64.09,66.74,Austria
1953,69.71,64.61,67.25,Austria
1954,69.88,64.49,67.28,Austria
1955,70.36,64.56,67.55,Austria
1956,70.54,64.63,67.68,Austria
1957,70.51,64.21,67.44,Austria
1958,71.37,65.33,68.45,Austria
1959,71.39,65.19,68.39,Austria
1960,71.9,65.39,68.74,Austria
1961,72.77,66.41,69.71,Austria
1962,72.48,66.28,69.5,Austria
1963,72.66,66.4,69.65,Austria
1964,73.19,66.78,70.12,Austria
1965,72.99,66.6,69.93,Austria
1966,73.34,66.84,70.22,Austria
1967,73.37,66.62,70.12,Austria
1968,73.52,66.76,70.27,Austria
1969,73.27,66.56,70.04,Austria
1970,73.42,66.51,70.09,Austria
1971,73.67,66.66,70.29,Austria
1972,74.02,66.95,70.62,Austria
1973,74.57,67.54,71.2,Austria
1974,74.62,67.44,71.18,Austria
1975,74.7,67.66,71.33,Austria
1976,75.06,68.19,71.79,Austria
1977,75.44,68.5,72.14,Austria
1978,75.65,68.44,72.2,Austria
1979,75.97,68.78,72.55,Austria
1980,76.04,68.95,72.67,Austria
1981,76.38,69.26,72.99,Austria
1982,76.58,69.37,73.15,Austria
1983,76.59,69.5,73.22,Austria
1984,77.18,70,73.77,Austria
1985,77.3,70.32,73.99,Austria
1986,77.65,70.89,74.46,Austria
1987,78.03,71.39,74.9,Austria
1988,78.52,71.85,75.37,Austria
1989,78.66,71.9,75.46,Austria
1990,78.87,72.23,75.74,Austria
1991,78.98,72.26,75.79,Austria
1992,79.14,72.5,75.99,Austria
1993,79.34,72.76,76.22,Austria
1994,79.64,73.12,76.54,Austria
1995,79.95,73.29,76.78,Austria
1996,80.08,73.66,77.03,Austria
1997,80.54,74.02,77.43,Austria
1998,80.82,74.44,77.78,Austria
1999,80.83,74.78,77.96,Austria
2000,81.09,75.1,78.24,Austria
2001,81.56,75.59,78.72,Austria
2002,81.66,75.77,78.85,Austria
2003,81.54,75.91,78.85,Austria
2004,82.09,76.39,79.36,Austria
2005,82.21,76.61,79.52,Austria
2006,82.63,77.07,79.96,Austria
2007,82.83,77.29,80.16,Austria
2008,82.95,77.58,80.37,Austria
2009,82.85,77.4,80.2,Austria
2010,83.12,77.66,80.47,Austria
2011,83.43,78.07,80.83,Austria
2012,83.28,78.26,80.84,Austria
2013,83.56,78.46,81.08,Austria
2014,83.73,78.91,81.39,Austria
2015,83.58,78.63,81.16,Austria
2016,83.94,79.14,81.6,Austria
2017,83.9,79.28,81.64,Austria
2018,84,79.3,81.69,Austria
2019,84.2,79.54,81.91,Austria
1959,71.97,65.24,69.06,Belarus
1960,74.81,67.92,71.85,Belarus
1961,75.56,68.61,72.58,Belarus
1962,74.08,67.66,71.32,Belarus
1963,74.88,68.16,71.99,Belarus
1964,76.67,69.39,73.53,Belarus
1965,76.14,68.96,73.04,Belarus
1966,76.6,69.16,73.38,Belarus
1967,76.36,68.97,73.16,Belarus
1968,76.64,68.93,73.26,Belarus
1969,76.34,68.51,72.9,Belarus
1970,75.96,67.87,72.36,Belarus
1971,76.77,68.35,73.02,Belarus
1972,76.48,68.1,72.73,Belarus
1973,76.44,68.17,72.75,Belarus
1974,76.91,68.35,73.07,Belarus
1975,76.25,67.15,72.11,Belarus
1976,76.25,66.89,71.97,Belarus
1977,76.29,66.75,71.91,Belarus
1978,76.16,66.58,71.75,Belarus
1979,76.06,65.96,71.35,Belarus
1980,75.59,65.95,71.1,Belarus
1981,76.2,65.94,71.38,Belarus
1982,76.17,66.21,71.51,Belarus
1983,75.94,66.11,71.33,Belarus
1984,75.52,65.41,70.72,Belarus
1985,75.26,66.11,70.97,Belarus
1986,76.28,67.68,72.31,Belarus
1987,76.17,67.58,72.19,Belarus
1988,76.11,67.27,71.97,Belarus
1989,76.34,66.73,71.76,Belarus
1990,75.79,66.24,71.21,Belarus
1991,75.45,65.5,70.62,Belarus
1992,75.34,64.9,70.21,Belarus
1993,74.49,63.73,69.11,Belarus
1994,74.36,63.42,68.87,Belarus
1995,74.19,62.8,68.43,Belarus
1996,74.29,63.04,68.6,Belarus
1997,74.19,62.81,68.41,Belarus
1998,74.29,62.57,68.3,Belarus
1999,73.92,62.19,67.91,Belarus
2000,74.66,63.3,68.89,Belarus
2001,74.5,62.73,68.46,Belarus
2002,74.12,62.18,67.95,Belarus
2003,74.67,62.62,68.47,Belarus
2004,74.96,63.12,68.89,Belarus
2005,75,62.76,68.7,Belarus
2006,75.44,63.48,69.32,Belarus
2007,76.11,64.46,70.22,Belarus
2008,76.41,64.55,70.4,Belarus
2009,76.36,64.67,70.45,Belarus
2010,76.48,64.6,70.45,Belarus
2011,76.77,64.71,70.65,Belarus
2012,77.68,66.6,72.19,Belarus
2013,77.88,67.23,72.65,Belarus
2014,78.43,67.81,73.24,Belarus
2015,78.87,68.59,73.88,Belarus
2016,79.02,68.96,74.15,Belarus
2017,79.22,69.27,74.42,Belarus
2018,79.4,69.25,74.48,Belarus
1841,40.36,40.32,40.34,Belgium
1842,38.54,38.79,38.67,Belgium
1843,40.26,40.5,40.38,Belgium
1844,41.75,42.05,41.91,Belgium
1845,40.79,41.27,41.05,Belgium
1846,38.21,37.48,37.86,Belgium
1847,35.84,34.43,35.13,Belgium
1848,37.91,38.17,38.05,Belgium
1849,34.53,34.49,34.51,Belgium
1850,42.13,42.46,42.3,Belgium
1851,41.76,42.04,41.91,Belgium
1852,41.72,41.89,41.81,Belgium
1853,41.35,41.35,41.35,Belgium
1854,40.09,39.47,39.78,Belgium
1855,37.84,37.09,37.46,Belgium
1856,41.14,40.69,40.92,Belgium
1857,40.65,40.3,40.48,Belgium
1858,40.67,39.7,40.17,Belgium
1859,39.49,38.46,38.97,Belgium
1860,45.72,44.5,45.1,Belgium
1861,41.79,40.74,41.25,Belgium
1862,43.62,42.6,43.1,Belgium
1863,41.88,40.73,41.29,Belgium
1864,40.21,39.41,39.8,Belgium
1865,38.39,37.11,37.73,Belgium
1866,33.3,31.69,32.47,Belgium
1867,44.08,42.06,43.05,Belgium
1868,43.53,41.62,42.55,Belgium
1869,43.3,41.91,42.59,Belgium
1870,41.75,40.14,40.92,Belgium
1871,35.22,33.55,34.36,Belgium
1872,41.02,39.1,40.04,Belgium
1873,44.68,42.38,43.49,Belgium
1874,45.82,43.6,44.68,Belgium
1875,43.4,41.02,42.17,Belgium
1876,44.88,42.54,43.67,Belgium
1877,45.75,43.29,44.48,Belgium
1878,45.62,42.93,44.23,Belgium
1879,45.18,42.57,43.83,Belgium
1880,44.01,41.08,42.49,Belgium
1881,45.92,43.01,44.42,Belgium
1882,47.08,44.12,45.55,Belgium
1883,46.45,43.46,44.9,Belgium
1884,45.72,42.83,44.23,Belgium
1885,46.95,44.08,45.47,Belgium
1886,44.92,41.88,43.35,Belgium
1887,47.76,44.45,46.05,Belgium
1888,46.81,43.15,44.92,Belgium
1889,46.79,43.46,45.07,Belgium
1890,46.12,42.3,44.14,Belgium
1891,45.88,42.33,44.04,Belgium
1892,44.82,41.62,43.16,Belgium
1893,46.05,42.92,44.44,Belgium
1894,48.69,44.73,46.63,Belgium
1895,47.23,43.83,45.48,Belgium
1896,49.77,46.47,48.07,Belgium
1897,50.59,47.19,48.84,Belgium
1898,50.04,46.31,48.12,Belgium
1899,48.23,44.87,46.5,Belgium
1900,48.51,44.98,46.69,Belgium
1901,51.21,47.76,49.44,Belgium
1902,50.82,47.54,49.14,Belgium
1903,51.01,47.56,49.23,Belgium
1904,50.84,47.76,49.27,Belgium
1905,51.68,48.46,50.03,Belgium
1906,51.34,48.07,49.67,Belgium
1907,52.78,49.44,51.07,Belgium
1908,51.38,48.13,49.72,Belgium
1909,52.4,48.99,50.66,Belgium
1910,52.99,49.7,51.31,Belgium
1911,51.12,47.54,49.28,Belgium
1912,54.08,50.5,52.25,Belgium
1913,54.37,50.62,52.45,Belgium
1914,.,.,.,Belgium
1915,.,.,.,Belgium
1916,.,.,.,Belgium
1917,.,.,.,Belgium
1918,.,.,.,Belgium
1919,51.08,47.52,49.26,Belgium
1920,55.94,52.15,54.01,Belgium
1921,56.37,53,54.66,Belgium
1922,56.87,53.55,55.19,Belgium
1923,58.6,54.87,56.7,Belgium
1924,59.22,55.63,57.4,Belgium
1925,58.95,55.35,57.12,Belgium
1926,58.73,55.09,56.88,Belgium
1927,58.92,55.36,57.11,Belgium
1928,59.33,55.66,57.47,Belgium
1929,56.95,53.18,55.02,Belgium
1930,59.23,55.07,57.1,Belgium
1931,60.48,56.44,58.42,Belgium
1932,60.44,56.7,58.54,Belgium
1933,60.64,56.79,58.68,Belgium
1934,62.32,58.38,60.31,Belgium
1935,62.01,57.96,59.94,Belgium
1936,62.18,57.73,59.91,Belgium
1937,62.07,57.92,59.95,Belgium
1938,62.47,57.86,60.11,Belgium
1939,62.37,57.86,60.06,Belgium
1940,60.73,51.78,55.96,Belgium
1941,61.73,55.99,58.74,Belgium
1942,61.96,56.46,59.09,Belgium
1943,62.91,57.82,60.29,Belgium
1944,60.76,53.49,56.94,Belgium
1945,61.27,55.56,58.32,Belgium
1946,64.82,59.13,61.89,Belgium
1947,66.19,60.79,63.42,Belgium
1948,67.6,62.34,64.92,Belgium
1949,68.06,62.92,65.43,Belgium
1950,68.89,63.81,66.3,Belgium
1951,69.28,64.29,66.75,Belgium
1952,70.46,65.54,67.96,Belgium
1953,70.9,65.88,68.35,Belgium
1954,71.13,66.11,68.59,Belgium
1955,71.24,65.93,68.54,Belgium
1956,71.61,66.14,68.84,Belgium
1957,71.91,66.55,69.2,Belgium
1958,72.58,67.29,69.91,Belgium
1959,73.07,67.61,70.31,Belgium
1960,72.64,66.71,69.62,Belgium
1961,73.53,67.55,70.5,Belgium
1962,73.13,67.39,70.23,Belgium
1963,73.09,67.09,70.04,Belgium
1964,73.79,67.7,70.7,Belgium
1965,73.64,67.56,70.55,Belgium
1966,73.67,67.67,70.63,Belgium
1967,74.08,67.84,70.91,Belgium
1968,73.78,67.54,70.61,Belgium
1969,73.97,67.49,70.67,Belgium
1970,74.14,67.82,70.94,Belgium
1971,74.38,67.89,71.09,Belgium
1972,74.71,68.2,71.41,Belgium
1973,74.92,68.42,71.63,Belgium
1974,75.23,68.77,71.97,Belgium
1975,75.21,68.78,71.96,Belgium
1976,75.41,68.86,72.1,Belgium
1977,76.06,69.49,72.76,Belgium
1978,76.06,69.39,72.7,Belgium
1979,76.52,69.91,73.2,Belgium
1980,76.66,69.87,73.24,Belgium
1981,77.04,70.28,73.65,Belgium
1982,77.16,70.59,73.88,Belgium
1983,77.14,70.61,73.88,Belgium
1984,77.78,70.95,74.37,Belgium
1985,77.87,71.07,74.47,Belgium
1986,77.99,71.32,74.67,Belgium
1987,78.62,71.91,75.29,Belgium
1988,78.91,72.21,75.59,Belgium
1989,78.92,72.32,75.65,Belgium
1990,79.33,72.7,76.06,Belgium
1991,79.47,72.85,76.2,Belgium
1992,79.67,72.97,76.36,Belgium
1993,79.74,72.94,76.36,Belgium
1994,79.99,73.35,76.71,Belgium
1995,80.18,73.44,76.84,Belgium
1996,80.46,73.83,77.19,Belgium
1997,80.55,74.16,77.4,Belgium
1998,80.56,74.3,77.47,Belgium
1999,80.87,74.37,77.65,Belgium
2000,80.9,74.57,77.77,Belgium
2001,81.16,74.92,78.08,Belgium
2002,81.18,75.08,78.17,Belgium
2003,81.2,75.36,78.32,Belgium
2004,81.85,75.97,78.96,Belgium
2005,81.85,76.15,79.05,Belgium
2006,82.15,76.52,79.39,Belgium
2007,82.2,76.74,79.53,Belgium
2008,82.3,76.77,79.58,Belgium
2009,82.43,77.16,79.85,Belgium
2010,82.63,77.36,80.04,Belgium
2011,82.86,77.76,80.36,Belgium
2012,82.83,77.62,80.26,Belgium
2013,82.92,77.94,80.47,Belgium
2014,83.51,78.56,81.08,Belgium
2015,83.15,78.56,80.89,Belgium
2016,83.68,78.78,81.27,Belgium
2017,83.65,79,81.36,Belgium
2018,83.69,79.21,81.48,Belgium
2019,84.01,79.6,81.84,Belgium
2020,83.06,78.54,80.8,Belgium
2021,84.04,79.25,81.66,Belgium
1947,55.74,52.58,54.14,Bulgaria
1948,57.26,54.43,55.83,Bulgaria
1949,59.69,56.34,57.99,Bulgaria
1950,63.28,59.7,61.47,Bulgaria
1951,62.27,59.13,60.68,Bulgaria
1952,61.08,58.09,59.57,Bulgaria
1953,65.96,62.46,64.18,Bulgaria
1954,66.15,62.66,64.39,Bulgaria
1955,66.55,63.13,64.82,Bulgaria
1956,66.95,63.5,65.21,Bulgaria
1957,68.33,64.87,66.59,Bulgaria
1958,70.41,67.03,68.71,Bulgaria
1959,68.2,65.07,66.63,Bulgaria
1960,70.92,67.45,69.17,Bulgaria
1961,72.07,68.42,70.22,Bulgaria
1962,71.32,67.78,69.53,Bulgaria
1963,72.02,68.68,70.33,Bulgaria
1964,72.94,69.35,71.13,Bulgaria
1965,73.22,69.44,71.3,Bulgaria
1966,73.15,69.34,71.22,Bulgaria
1967,72.55,68.36,70.41,Bulgaria
1968,73.29,69.18,71.2,Bulgaria
1969,72.77,68.28,70.47,Bulgaria
1970,73.5,69.1,71.25,Bulgaria
1971,73.22,68.62,70.85,Bulgaria
1972,73.19,68.65,70.86,Bulgaria
1973,73.73,69,71.3,Bulgaria
1974,73.6,68.95,71.21,Bulgaria
1975,73.54,68.62,71,Bulgaria
1976,73.88,68.98,71.36,Bulgaria
1977,73.46,68.25,70.77,Bulgaria
1978,73.65,68.75,71.13,Bulgaria
1979,74.01,68.61,71.22,Bulgaria
1980,73.9,68.45,71.08,Bulgaria
1981,74.31,68.82,71.48,Bulgaria
1982,73.95,68.39,71.08,Bulgaria
1983,74.31,68.39,71.24,Bulgaria
1984,74.47,68.44,71.35,Bulgaria
1985,74.25,68.09,71.05,Bulgaria
1986,74.85,68.5,71.55,Bulgaria
1987,74.59,68.33,71.35,Bulgaria
1988,74.76,68.31,71.41,Bulgaria
1989,74.91,68.29,71.48,Bulgaria
1990,74.81,68.08,71.32,Bulgaria
1991,74.51,68.09,71.19,Bulgaria
1992,74.78,67.84,71.18,Bulgaria
1993,75.11,67.57,71.18,Bulgaria
1994,74.81,67.23,70.86,Bulgaria
1995,74.87,67.36,70.96,Bulgaria
1996,74.59,67.35,70.84,Bulgaria
1997,73.91,66.96,70.31,Bulgaria
1998,74.69,67.33,70.87,Bulgaria
1999,75.1,68.2,71.56,Bulgaria
2000,75.01,68.3,71.58,Bulgaria
2001,75.4,68.53,71.88,Bulgaria
2002,75.58,68.83,72.13,Bulgaria
2003,75.98,68.94,72.37,Bulgaria
2004,76.26,69.07,72.58,Bulgaria
2005,76.25,69.05,72.56,Bulgaria
2006,76.3,69.25,72.69,Bulgaria
2007,76.62,69.55,73.01,Bulgaria
2008,76.98,69.84,73.34,Bulgaria
2009,77.33,70.17,73.68,Bulgaria
2010,77.35,70.39,73.81,Bulgaria
2011,77.72,70.73,74.16,Bulgaria
2012,77.87,70.91,74.33,Bulgaria
2013,78.47,71.29,74.82,Bulgaria
2014,77.97,71.07,74.47,Bulgaria
2015,78.13,71.23,74.62,Bulgaria
2016,78.47,71.31,74.83,Bulgaria
2017,78.34,71.37,74.8,Bulgaria
2018,78.49,71.49,74.93,Bulgaria
2019,78.72,71.58,75.09,Bulgaria
2020,77.48,69.99,73.6,Bulgaria
2021,75.1,68.05,71.41,Bulgaria
1921,58.22,56.03,57.1,Canada
1922,58.22,56,57.08,Canada
1923,58.07,55.89,56.96,Canada
1924,59.84,57.71,58.75,Canada
1925,60.45,58.11,59.26,Canada
1926,59.14,56.81,57.95,Canada
1927,59.92,57.38,58.61,Canada
1928,59.87,57.32,58.55,Canada
1929,59.24,56.73,57.94,Canada
1930,60.35,57.68,58.96,Canada
1931,61.63,59.01,60.27,Canada
1932,62.52,60.25,61.34,Canada
1933,63.38,61.25,62.28,Canada
1934,63.98,61.4,62.62,Canada
1935,63.71,61.21,62.4,Canada
1936,63.79,61.62,62.65,Canada
1937,62.8,59.9,61.27,Canada
1938,64.89,61.78,63.24,Canada
1939,65.34,62.24,63.7,Canada
1940,65.65,62.38,63.91,Canada
1941,65.7,62.02,63.74,Canada
1942,66.52,62.95,64.61,Canada
1943,66.44,62.93,64.57,Canada
1944,67.02,63.75,65.28,Canada
1945,68.12,64.64,66.26,Canada
1946,68.33,64.73,66.41,Canada
1947,68.96,64.89,66.79,Canada
1948,69.42,65.36,67.25,Canada
1949,69.85,65.63,67.59,Canada
1950,70.58,66.15,68.21,Canada
1951,70.87,66.43,68.51,Canada
1952,71.39,66.33,68.68,Canada
1953,71.8,66.68,69.07,Canada
1954,72.7,67.54,69.94,Canada
1955,72.88,67.51,70,Canada
1956,72.82,67.51,69.97,Canada
1957,72.98,67.29,69.92,Canada
1958,73.68,67.9,70.57,Canada
1959,73.65,67.98,70.61,Canada
1960,74.15,68.23,70.98,Canada
1961,74.47,68.4,71.22,Canada
1962,74.44,68.45,71.24,Canada
1963,74.52,68.42,71.27,Canada
1964,75.08,68.63,71.64,Canada
1965,75.15,68.77,71.75,Canada
1966,75.39,68.77,71.87,Canada
1967,75.66,68.93,72.09,Canada
1968,75.79,69.09,72.24,Canada
1969,76.02,69.16,72.4,Canada
1970,76.27,69.33,72.61,Canada
1971,76.65,69.62,72.95,Canada
1972,76.54,69.47,72.83,Canada
1973,76.83,69.67,73.07,Canada
1974,76.9,69.73,73.15,Canada
1975,77.23,70,73.45,Canada
1976,77.67,70.38,73.87,Canada
1977,77.96,70.63,74.16,Canada
1978,78.32,70.91,74.48,Canada
1979,78.59,71.31,74.84,Canada
1980,78.72,71.6,75.07,Canada
1981,79.11,72.01,75.48,Canada
1982,79.23,72.29,75.69,Canada
1983,79.55,72.69,76.07,Canada
1984,79.78,73.01,76.36,Canada
1985,79.73,73.03,76.35,Canada
1986,79.79,73.23,76.49,Canada
1987,80.11,73.51,76.8,Canada
1988,80.19,73.57,76.86,Canada
1989,80.39,73.87,77.12,Canada
1990,80.63,74.23,77.43,Canada
1991,80.73,74.44,77.59,Canada
1992,80.98,74.69,77.85,Canada
1993,80.78,74.63,77.72,Canada
1994,80.88,74.87,77.9,Canada
1995,80.97,75.01,78.02,Canada
1996,81.1,75.38,78.27,Canada
1997,81.2,75.66,78.47,Canada
1998,81.36,75.9,78.68,Canada
1999,81.56,76.12,78.88,Canada
2000,81.77,76.58,79.23,Canada
2001,81.94,76.85,79.45,Canada
2002,81.94,77.07,79.57,Canada
2003,82.15,77.22,79.74,Canada
2004,82.37,77.58,80.03,Canada
2005,82.43,77.72,80.14,Canada
2006,82.81,78.15,80.55,Canada
2007,82.81,78.18,80.55,Canada
2008,82.95,78.41,80.74,Canada
2009,83.24,78.8,81.08,Canada
2010,83.46,79.12,81.35,Canada
2011,83.6,79.35,81.53,Canada
2012,83.76,79.58,81.72,Canada
2013,83.81,79.71,81.81,Canada
2014,83.9,79.74,81.86,Canada
2015,83.92,79.87,81.93,Canada
2016,84.07,79.97,82.05,Canada
2017,84.06,79.78,81.94,Canada
2018,84.04,79.83,81.95,Canada
2019,84.4,80.2,82.31,Canada
2020,83.98,79.48,81.73,Canada
1992,77.48,71.46,74.5,Chile
1993,77.66,71.42,74.56,Chile
1994,78.19,71.82,75.03,Chile
1995,78.24,71.64,74.95,Chile
1996,78.61,71.87,75.24,Chile
1997,79.08,72.54,75.82,Chile
1998,79.05,72.77,75.93,Chile
1999,79.18,73.02,76.13,Chile
2000,79.93,73.71,76.85,Chile
2001,79.83,73.58,76.73,Chile
2002,80.39,74.07,77.27,Chile
2003,80.4,74.2,77.33,Chile
2004,80.41,74.28,77.38,Chile
2005,80.75,74.71,77.78,Chile
2006,81.08,75.17,78.18,Chile
2007,80.58,74.62,77.64,Chile
2008,81.2,75.19,78.24,Chile
2009,81.38,75.33,78.4,Chile
2010,81,75.22,78.15,Chile
2011,81.52,75.93,78.78,Chile
2012,81.39,76.07,78.79,Chile
2013,81.72,76.15,78.99,Chile
2014,81.78,76.3,79.09,Chile
2015,81.97,76.53,79.3,Chile
2016,82.13,76.89,79.57,Chile
2017,82.25,77.1,79.74,Chile
2018,82.51,77.35,79.99,Chile
2019,82.57,77.38,80.03,Chile
2020,81.81,76.07,78.96,Chile
2001,78.1,70.94,74.56,Croatia
2002,78.32,71.05,74.72,Croatia
2003,78.22,71.01,74.65,Croatia
2004,78.88,71.85,75.42,Croatia
2005,78.85,71.73,75.32,Croatia
2006,79.24,72.39,75.86,Croatia
2007,79.15,72.2,75.7,Croatia
2008,79.52,72.28,75.91,Croatia
2009,79.53,72.79,76.19,Croatia
2010,79.78,73.39,76.63,Croatia
2011,80.21,73.77,77.03,Croatia
2012,80.48,73.85,77.2,Croatia
2013,80.8,74.39,77.64,Croatia
2014,80.88,74.63,77.81,Croatia
2015,80.44,74.32,77.42,Croatia
2016,81.17,74.91,78.09,Croatia
2017,80.87,74.87,77.91,Croatia
2018,81.33,74.86,78.11,Croatia
2019,81.45,75.36,78.43,Croatia
2020,80.85,74.65,77.75,Croatia
1950,66.83,61.95,64.4,Czechia
1951,67.73,62.77,65.26,Czechia
1952,69.25,64.42,66.86,Czechia
1953,69.92,65.13,67.55,Czechia
1954,70.57,65.47,68.05,Czechia
1955,71.55,66.33,68.98,Czechia
1956,71.97,66.69,69.37,Czechia
1957,71.69,66.31,69.03,Czechia
1958,72.64,67.23,69.98,Czechia
1959,72.68,67.03,69.9,Czechia
1960,73.34,67.49,70.45,Czechia
1961,73.54,67.61,70.62,Czechia
1962,72.86,66.87,69.89,Czechia
1963,73.46,67.25,70.39,Czechia
1964,73.65,67.46,70.59,Czechia
1965,73.39,67.08,70.26,Czechia
1966,73.73,67.15,70.46,Czechia
1967,73.66,67.03,70.35,Czechia
1968,73.38,66.46,69.91,Czechia
1969,73.06,65.84,69.42,Czechia
1970,72.99,66.04,69.49,Czechia
1971,73.37,66.16,69.74,Czechia
1972,73.66,66.81,70.23,Czechia
1973,73.69,66.53,70.09,Czechia
1974,73.6,66.76,70.18,Czechia
1975,74,66.99,70.49,Czechia
1976,74.19,67.04,70.6,Czechia
1977,74.2,67.1,70.64,Czechia
1978,74.25,67.19,70.71,Czechia
1979,74.34,67.32,70.82,Czechia
1980,73.92,66.81,70.34,Czechia
1981,74.39,67.19,70.77,Czechia
1982,74.47,67.32,70.88,Czechia
1983,74.3,67.04,70.64,Czechia
1984,74.5,67.34,70.9,Czechia
1985,74.76,67.49,71.1,Czechia
1986,74.67,67.48,71.05,Czechia
1987,75.2,67.86,71.51,Czechia
1988,75.35,68.1,71.71,Czechia
1989,75.43,68.12,71.76,Czechia
1990,75.4,67.53,71.41,Czechia
1991,75.75,68.23,71.97,Czechia
1992,76.18,68.52,72.33,Czechia
1993,76.43,69.25,72.85,Czechia
1994,76.65,69.49,73.08,Czechia
1995,76.65,69.66,73.18,Czechia
1996,77.32,70.31,73.84,Czechia
1997,77.43,70.42,73.95,Czechia
1998,77.99,71.05,74.55,Czechia
1999,78.08,71.33,74.74,Czechia
2000,78.33,71.55,74.98,Czechia
2001,78.51,72.02,75.31,Czechia
2002,78.71,72.1,75.44,Czechia
2003,78.66,72.08,75.4,Czechia
2004,79.21,72.61,75.94,Czechia
2005,79.28,72.95,76.16,Czechia
2006,79.86,73.47,76.71,Czechia
2007,80.08,73.69,76.92,Czechia
2008,80.31,73.96,77.17,Czechia
2009,80.3,74.15,77.26,Czechia
2010,80.64,74.42,77.56,Czechia
2011,80.86,74.71,77.81,Czechia
2012,80.98,74.95,78,Czechia
2013,81.15,75.13,78.17,Czechia
2014,81.72,75.7,78.74,Czechia
2015,81.46,75.61,78.56,Czechia
2016,81.86,76.02,78.97,Czechia
2017,81.84,75.97,78.93,Czechia
2018,81.87,76.02,78.96,Czechia
2019,82.07,76.27,79.19,Czechia
2020,81.3,75.23,78.24,Czechia
